"單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"文化環保節能畫陶活動","新竹縣","6","6","社政業務-推行社運工作-獎補助費","翠竹書畫學會","無","無"
"自然生態暨宗教文化觀摩活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費"
"中華民國老人福利協進會新竹縣竹東鎮支會"
"無","無"
"會員大會暨老人養生健康講座居家用電安全活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","曾氏宗親會","無","無"
"社區節能減碳暨核安教育宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東山社區發展協會","無","無"
"媽媽教室節能減碳戶外文康觀摩活動","竹東鎮","15","15","社政業務-推行社運工作-獎補助費","陸豐社區發展協會","無","無"
"社區觀摩研習暨參訪自強活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","石潭社區發展協會","無","無"
"熱血後憲挽衣袖袋袋相傳荷松情捐血活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","後備憲兵荷松協會","無","無"
"會員大會暨環保節能減碳資源再利用宣導活動","新竹縣","6","6","社政業務-推行社運工作-獎補助費","關懷老人協會","無","無"
"縣長杯全國青少年客家歌謠比賽暨客家薪傳種子選拔活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","台灣客家文化薪傳協會","無","無"
"媽媽教室早起聯誼社文化參訪暨節能減碳宣導活動","竹東鎮","6","6","社政業務-推行社運工作-獎補助費","大鄉社區發展協會","無","無"
"橫山國中50週年慶暨花藝現場佈置研習活動","新竹縣","15","15","社政業務-推行社運工作-獎補助費","中華花藝協會","無","無"
"守望相助隊花蓮之旅暨綠能環境宣導活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","上舘社區發展協會","無","無"
"環保志工參訪觀摩資源回收宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","上舘社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"媽媽教室慶祝母親節暨表揚八十歲以上母親活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東正社區發展協會","無","無"
"守望相助巡守隊自強暨反轉毒害四行動宣導活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","員崠社區發展協會","無","無"
"環保志工資源回收宣導暨研習文化性活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","員崠社區發展協會","無","無"
"片片桐花情相約在芎林活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","飛鳳山陽光山友會","無","無"
"戶外教育觀摩聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣康復之友協會","無","無"
"花蓮自強夜市傳統美食技術交流活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","觀光夜市促進會","無","無"
"活力原住民青年籃球比賽活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費"
"社團法人中華臺灣基督教曠野協會","無","無"
"長壽俱樂部節能減碳宣導暨觀摩活動","峨眉鄉","20","20","社政業務-推行社運工作-獎補助費","峨眉社區發展協會","無","無"
"節能減碳宣導暨會員大會活動","峨眉鄉","10","10","社政業務-推行社運工作-獎補助費","峨眉社區發展協會","無","無"
"北埔義警分隊新春聯誼暨節能減碳教育宣導活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","警察局","無","無"
"南埔石爺祭系列文化活動","北埔鄉","20","20","社政業務-推行社運工作-獎補助費","南埔社區發展協會","無","無"
"學習之旅活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","溫姓宗親會","無","無"
"交通安全宣導暨事故預防活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","交通事故關懷協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"竹北分局義警第一中隊藝文參訪活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","警察局","無","無"
"三星鄉梨園觀摩活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","水梨產業文化發展協會","無","無"
"中興里辦公處里民體驗陶瓷文化活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","竹北市公所","無","無"
"藝品DIY創作系列-口金包初班教學活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","愛鄉協會","無","無"
"友善職場中高齡勞動職場講座活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","專業技能教育協會","無","無"
"暑期親子互動教育活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","卓姓宗親會","無","無"
"撿垃圾親子健行暨清淨家園宣導活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","愛勢社區發展協會","無","無"
"南庄蓬萊社區觀摩暨清境農場活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","中勢社區發展協會","無","無"
"社區藝術暨文化經濟建設觀摩活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","長青舞蹈才藝發展協會","無","無"
"脆梅DIY活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無"
"社區藝術暨文化經濟建設觀摩活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","長青舞蹈才藝發展協會","無","無"
"長壽俱樂部戶外觀摩教學衛生健康講座活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","愛勢社區發展協會","無","無"
"湖口鄉撿垃圾親子健行暨清淨家園宣導活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","愛勢社區發展協會","無","無"
"脆梅DIY活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"綠能減碳觀摩暨文化交流活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","裝甲兵三三聯會","無","無"
"南庄蓬萊社區觀摩暨清淨農場活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","中勢社區發展協會","無","無"
"氣功班觀摩參訪活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"擴大例會宗祠導覽暨商討文化學習活動","新竹縣","15","15","社政業務-推行社運工作-獎補助費","盧姓宗親會","無","無"
"節能減碳、減少環境污染金山核電廠觀摩活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","徐姓宗親會","無","無"
"歌唱班社區參訪觀摩活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"會員大會暨防火宣導活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"會長盃全國溜冰錦標賽活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","滑輪溜冰協會","無","無"
"客家山歌班文化交流觀摩活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","客家文化研進會","無","無"
"身心障礙者促進就業觀摩聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣關懷身心障礙者家庭互助協進"
"無","無"
"長壽俱樂部會員大會暨老人健康檢查活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","德盛社區發展協會","無","無"
"端午佳節慶團圓暨糖尿病衛生教育講座宣導活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣關懷身心障礙者家庭互助協進"
"無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"推動綠色環保護地球觀摩活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","老人會","無","無"
"環保宣導暨觀摩研習活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","中華元極研究運動推廣","無","無"
"菁英盃桌球錦標賽活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","勝利健康活力促進協會","無","無"
"新工分隊防火宣導觀摩研習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","婦女防火防災宣導協會","無","無"
"森林文化之旅暨防詐騙、防火宣導活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","長安國小校友會","無","無"
"生態保育學習活動","新竹縣","50","50","社政業務-推行社運工作-獎補助費","江夏堂黃姓宗親會","無","無"
"宗親文化暨資源回收參訪活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","邱姓宗親會","無","無"
"會員大會暨節能減碳愛地球宣導活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","智障扶助協會","無","無"
"宜蘭羅東農場參訪暨節能減碳說明活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","黃姓宗親會","無","無"
"新豐民防分隊宣導活動","新豐鄉","40","40","社政業務-推行社運工作-獎補助費","義警民防協會","無","無"
"會員文康觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","民俗文化發展協會","無","無"
"會員文康觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","民俗文化發展協會","無","無"
"會員暨眷屬「環保觀摩終身學習之旅」活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","新安堂古氏宗親會","無","無"
"香功班自然生態文化參訪學習活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","忠孝社區發展協會","無","無"
"會員健康衛生研習會活動","新豐鄉","30","30","社政業務-推行社運工作-獎補助費","中華外內丹功研究學會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"環境教育宣導暨社區觀摩學習活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","悅音國樂研習推廣協會","無","無"
"會員文康觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","民俗文化發展協會","無","無"
"關西分會文化觀摩暨消防安全宣導活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","鄭氏宗親會","無","無"
"功法研習文化觀摩暨資源回收宣導活動","關西鎮","20","20","社政業務-推行社運工作-獎補助費","太極氣功十八式運動協","無","無"
"會員大會暨政令宣導珍惜生命請拒絕毒品誘惑宣導活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","吳姓宗親會","無","無"
"參訪活動暨政令宣導珍惜生命請拒絕毒品誘惑宣導活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","八二三戰役戰友協進會","無","無"
"北埔分會台灣林業、新活力農村及生態研習之旅活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","劉姓宗親會","無","無"
"校園攤位式徵才企業博覽會暨產學合作企業媒合研習說明會","新竹縣","20","20","社政業務-推行社運工作-獎補助費","大華科技大校友會","無","無"
"長壽俱樂部生態水保觀摩活動","芎林鄉","20","20","社政業務-推行社運工作-獎補助費","上山社區發展協會","無","無"
"中壢市長盃溜冰錦標賽活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","滑輪溜冰協會","無","無"
"快樂學品格課輔營活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","愛鄰舍關懷協會","無","無"
"會員大會暨資源回收宣傳及健康講座活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","大鄉人文環保促進會","無","無"
"功法研習暨資源回收觀摩活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","元極健康推廣協會","無","無"
"災害防救宣導暨生態節能減碳觀摩活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","竹東四季游泳登山會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"整合性預防保健講座、節能減碳環保宣導暨會員大會活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","婦女會","無","無"
"媽媽教室慶祝母親節活動","峨眉鄉","10","10","社政業務-推行社運工作-獎補助費","湖光社區發展協會","無","無"
"縣長杯全國青少年客家歌謠比賽暨客家薪傳種子選拔活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","台灣客家文化薪傳協會","無","無"
"節能減碳宣導暨觀摩活動","峨眉鄉","20","20","社政業務-推行社運工作-獎補助費","富興社區發展協會","無","無"
"長壽俱樂部會員觀摩訪問活動","北埔鄉","10","10","社政業務-推行社運工作-獎補助費","大林社區發展協會","無","無"
"會員春季觀摩學習交流自強活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費"
"中華民國老人福利協進會新竹縣北埔鄉支會"
"無","無"
"新埔分會自然生態教育活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","陳姓宗親會","無","無"
"會員社區社教公益活動推展觀摩學習活動","關西鎮","5","5","社政業務-推行社運工作-獎補助費","古姓宗親會","無","無"
"草地音樂會-社區親子環保愛心園遊會活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人台灣愛鄰社區服務協會","無","無"
"功法研習暨台東原住民文化觀摩活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","香功研究社","無","無"
"會員身心健康講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","嚴姓宗親會","無","無"
"會員聯誼暨環保研習活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","和樂文康協會","無","無"
"送物資至華光智能發展中心愛心公益活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","竹北國際青年商會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"新欣家政班環境教育研習活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","竹北市農會","無","無"
"會員暨六家國中交通志工森林教學觀摩活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","後備憲兵荷松協會","無","無"
"自然生態知性探索活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","婦女之家協會","無","無"
"竹北分局六家派出所六家義警分隊節能減碳做環保宣導活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","警察局","無","無"
"排舞班文化觀摩暨有氧韻律舞蹈研習活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","福德社區發展協會","無","無"
"新豐分會文教參訪活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","林姓宗親會","無","無"
"會員文康觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","民俗文化發展協會","無","無"
"縣長盃全國青少年客家歌謠比賽暨客家薪傳種子選拔活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","台灣客家文化薪傳協會","無","無"
"會員大會暨防火防災宣導活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","戴姓宗親會","無","無"
"歷史文化探訪研考活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","戴姓宗親會","無","無"
"地方文創產業參訪活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","青溪溪會","無","無"
"環保志工隊環保觀摩活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","頭重社區發展協會","無","無"
"績優社區觀摩研習活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","隘口社區發展協會","無","無"
"竹北分局鳳岡義警小隊中秋義警顧問生態研習活動","新竹縣","50","50","社政業務-推行社運工作-獎補助費","警察局","無","無"
"環島節能減碳知性之旅活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","鳳凰社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"歡慶母親節~愛你一生~感恩之旅活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","永仕公派下宗族會","無","無"
"會員大會暨資源回收環保宣導活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","星華舞蹈協會","無","無"
"文化交流暨防火宣導活動","關西鎮","20","20","社政業務-推行社運工作-獎補助費","陳姓宗親會","無","無"
"觀摩暨消防安全政令宣導活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","鄭氏宗親會","無","無"
"會員觀摩文化交流參訪學習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","太原堂溫姓宗親會","無","無"
"長壽俱樂部慶生會活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","北山社區發展協會","無","無"
"東光歌唱班深度探索大自然之美暨環保宣導活動","新竹縣","15","15","社政業務-推行社運工作-獎補助費","客曲薪傳研究會","無","無"
"會員大會暨政令宣導珍惜生命請拒絕毒品誘惑活動","關西鎮","15","15","社政業務-推行社運工作-獎補助費","吳姓宗親會","無","無"
"會員暨眷屬功法研習暨文化觀摩活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","太極氣功十八式運動協","無","無"
"生態環境教育研習活動","新埔鎮","20","20","社政業務-推行社運工作-獎補助費","環境保護協會","無","無"
"歌唱班自然生態參訪研習活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","旱坑社區發展協會","無","無"
"「中醫健康養生-從飲食入手」講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","圖書教育用品商業同業","無","無"
"新埔分會自然生態教育活動","新竹縣","60","60","社政業務-推行社運工作-獎補助費","陳姓宗親會","無","無"
"生態環保觀摩活動","新埔鎮","20","20","社政業務-推行社運工作-獎補助費","吳姓宗親會","無","無"
"學習之旅活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","溫姓宗親會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"文化交流參訪學習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","太原堂溫姓宗親會","無","無"
"社區觀摩活動暨促進社區發展會員聯誼活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","北平社區發展協會","無","無"
"果樹產銷班第十八班觀摩研習活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","新埔鎮農會","無","無"
"客家歌謠交流活動","新埔鎮","15","15","社政業務-推行社運工作-獎補助費","新北社區發展協會","無","無"
"環保工隊環保觀摩活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","頭重社區發展協會","無","無"
"整合性預防保健健康講座、節能減碳環保宣導暨會員大會活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","婦女會","無","無"
"守望相助隊花蓮之旅暨綠能環境宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","上舘社區發展協會","無","無"
"花蓮自強夜市傳統美食搬術交流活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","觀光夜市促進會","無","無"
"媽媽教室慶祝母親節暨表揚八十歲以上母親活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東正社區發展協會","無","無"
"環保志工資源回收宣導暨研習文化性活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","員崠社區發展協會","無","無"
"守望相助巡守隊自強活動暨反轉毒害四行動宣導活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","員崠社區發展協會","無","無"
"觀摩環保社區活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","晨韻運動協會","無","無"
"環保觀摩終身學習之旅活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","新安堂古氏宗親會","無","無"
"會員大會暨醫學常識舞蹈運動講座活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","晨韻運動協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"戶外教學暨宣導環保活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","大同養生功法研習會","無","無"
"會員大會暨老人養生健康講座活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","曾氏宗親會","無","無"
"參訪友隊救災技能交流研討活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","山區山難防患救災協會","無","無"
"救災技能交流研討會活動","新竹縣","6","6","社政業務-推行社運工作-獎補助費","山區山難防患救災協會","無","無"
"參訪友隊救災技能交流研討活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","山區山難防患救災協會","無","無"
"榮華里志工地方文化生態觀摩活動","竹東鎮","36","36","社政業務-推行社運工作-獎補助費","地方文化建設發展協會","無","無"
"會員大會暨樂活健康講座暨資源回收宣導活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","樂活成長協會","無","無"
"功法研習暨台東原住民文化觀摩活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","香功研究社","無","無"
"舞峰蹈山的泰雅文化訓練暨學習交流活動","五峰鄉","10","10","社政業務-推行社運工作-獎補助費"
"桃山部落觀光文化休閒農業協會","無","無"
"客家桐花祭「好客藝曲桐戀竹東」系列活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","客家文化推廣協會","無","無"
"寶山分會春季參訪藝文健行活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","公教退休人員協會","無","無"
"中醫健康養生講座活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","圖書教育用品商業同業","無","無"
"生態觀摩暨心血管疾病預防治療健康講座活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","新埔竹北區蔡姓宗親會","無","無"
"媽媽教室客家美食粽製作暨慶祝端午節暨會員聯誼活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","福德社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"泳渡日月潭活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","水上救生協會","無","無"
"端午節暨夏季中暑預防暨急救措施活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","新港社區發展協會","無","無"
"竹北分局鳳岡義警小隊義警隊員顧問生態研習活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","警察局","無","無"
"長壽俱樂部會員生態文化參訪暨用藥安全癌症篩檢講座暨慶生會活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","新國社區發展協會","無","無"
"文化觀摩暨生態研習活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","巨埔社區發展協會","無","無"
"家庭教育講座暨聯誼活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","樂群舞蹈協會","無","無"
"花蓮市民生社區參訪暨文化之旅活動","新埔鎮","5","5","社政業務-推行社運工作-獎補助費","四座社區發展協會","無","無"
"社區客曲歌唱班高雄市石潭社區參訪暨文化古蹟之旅活動","新埔鎮","5","5","社政業務-推行社運工作-獎補助費","四座社區發展協會","無","無"
"文化參訪暨地震災害防治研習活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","婦聯青溪協會","無","無"
"暑期英與品格營活動","新竹縣","30","30","社政業務-推行社運工作-獎補助費","博愛國民中學","無","無"
"中興里辦公處體驗陶瓷文化活動","竹北市","70","70","社政業務-推行社運工作-獎補助費","竹北市公所","無","無"
"自強活動暨登革熱預防宣導活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","彭姓宗親會","無","無"
"感念母恩母親節花藝教學活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","大眉社區發展協會","無","無"
"Taiwan八十八校園音樂會活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","國際傑人會","無","無"
"客家民謠班節能減碳暨環保講座活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","長安社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"戶外球賽觀摩活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","體育會","無","無"
"湖口義消救護分隊全民CPR暨哈姆立克教學研習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","消防局","無","無"
"健康安全講習暨會員大會活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","關懷張姓宗親協會","無","無"
"會務觀摩自強活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","三元文化促進會","無","無"
"環保志工隊清淨家園、節能減碳宣導活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","湖口社區發展協會","無","無"
"見習一鄉一特色文化產業參訪活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","東興社區發展協會","無","無"
"太極氣功中正國中班環島節能減碳知性之旅活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","鳳凰社區發展協會","無","無"
"健康安全講習暨會員大會活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","關懷張姓宗親協會","無","無"
"元極舞班全國清潔日活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","中興社區發展協會","無","無"
"環境保護節能減碳觀摩寶之林廢棄家俱再生中心活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","上番子湖環保志工協會","無","無"
"會員暨眷屬環保觀摩終身學習之旅活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","新安堂古氏宗親會","無","無"
"水環境巡守隊彰化河東巡守隊參訪活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","埔和社區發展協會","無","無"
"交通安全宣導及事預防防活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","交通事故關懷協會","無","無"
"環境教育宣導及社區觀摩學習活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","悅音國樂研習推廣協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"人文古蹟參訪及生態保育宣導活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","陳姓宗親會","無","無"
"觀摩研習聯誼活動","新豐鄉","40","40","社政業務-推行社運工作-獎補助費","福德發展協會","無","無"
"新豐分會文教參訪活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","林姓宗親會","無","無"
"社區民眾太極拳研習工作訪活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","太極拳協會","無","無"
