"單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"關西鎮錦山社區集會所廚房改善工程(21-5)","關西鎮","95","95","一般建築及設備其它公共設施工程","關西鎮公所","逕洽廠商","龍騰土木包工"
"橫山鄉新興社區發展協會音響設備(27-10)","橫山鄉","50","50","一般建築及設備其它公共設施工程","橫山鄉公所","辦理中","-"
"橫山鄉福興村1鄰排水改善工程(27-11)","橫山鄉","30","30","一般建築及設備其它公共設施工程","橫山鄉公所","逕洽廠商","兆順土木"
"新竹縣立華山國民中學設備費(27-12)(影印機)","橫山鄉","36","36","一般建築及設備其它公共設施工程","橫山鄉公所","逕洽廠商","中唯有限公司"
"竹東鎮五豐里辦公處音響設備(28-5)","竹東鎮","35","35","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","上進企業社"
"寶山鄉三峰村新湖路4段156巷排水溝工程(28-6)","寶山鄉","95","95","一般建築及設備其它公共設施工程","寶山鄉公所","公開招標","辦理中"
"竹東鎮竹美路排水溝工程(28-7)","竹東鎮","95","95","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","協豐營造"
"新竹縣竹東鎮竹東國民小學改善教學設備(28-8)(32路DVR數位監控主機)","竹東鎮","80","80","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","立行企業"
"竹東鎮員山社區發展協會設備費(29-6)","竹東鎮","98","98","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","華德業務"
"寶山鄉大崎村大崎路段擋土牆工程(35-28)","寶山鄉","90","90","一般建築及設備其它公共設施工程","寶山鄉公所","逕洽廠商","大展土木"
"寶山鄉深井村深井二路89巷路面修補工程(35-29)","寶山鄉","90","90","一般建築及設備其它公共設施工程","寶山鄉公所","辦理中","-"
"橫山鄉沙坑村活動中心男廁改善(27-13)","橫山鄉","85","85","一般建築及設備其它公共設施工程","橫山鄉公所","逕洽廠商","長品營造"
"竹東鎮頭重里等25里路燈新設工程(2-15)","竹東鎮","200","200","一般建築及設備其它公共設施工程","竹東鎮公所","開口契約","明成工程行"
"新埔鎮鹿鳴里6鄰村道道路改善工程(8-5)","新埔鎮","100","100","一般建築及設備其它公共設施工程","新埔鎮公所","逕洽廠商","育杰營造新竹縣立華山國民中學充實設備(10-6)(影印機)","橫山鄉","50","50","-","橫山鄉公所","逕洽廠商","中唯有限公司"
"新竹縣新豐鄉鳳坑社區發展協會(媽媽教室歌唱班)充實設備(18-7)","新豐鄉","90","90","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-"
"新竹縣新豐鄉埔和國民小學充實設備(窗簾)(18-8)","新豐鄉","50","50","一般建築及設備其它公共設施工程","新豐鄉公所","逕洽廠商","久大工程"
"新竹縣新埔鎮清水國民小學充實設備(23-19)(公布欄.紗門)","新埔鎮","66.5","66.5","一般建築及設備其它公共設施工程","新埔鎮公所","逕洽廠商","國光行.超越","電腦","新埔鎮清水里3鄰村道設置路燈1盞(23-20)","新埔鎮","20","20","一般建築及設備其它公共設施工程","新埔鎮公所","開口契約","坤和工程"
"新竹縣新埔鎮清水社區發展協會充實設備(23-21)","新埔鎮","90","90","一般建築及設備其它公共設施工程","新埔鎮公所","辦理中"
"橫山鄉豐鄉村2鄰道路改善工程(27-14)","橫山鄉","85","85","一般建築及設備其它公共設施工程","橫山鄉公所","發包中","-"
"二重義消救護分隊設備費(29-7)","竹東鎮","40","40","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","聖大鴻企業"
"新竹縣立二重國民中學設備費(短焦投影機)(29-8)","竹東鎮","200","200","一般建築及設備其它公共設施工程","竹東鎮公所","共同供應","立行企業"
"竹東鎮頭重里富貴社區綠化工程(30-7)","竹東鎮","200","200","一般建築及設備其它公共設施工程","竹東鎮公所","辦理中","-"
"新竹縣竹東鎮上館國民小學國樂社樂器設備(30-8)","竹東鎮","96","96","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","百宣民族樂器","行","竹東鎮長春路與中正路口水溝新設工程(31-6)","竹東鎮","200","200","一般建築及設備其它公共設施工程","竹東鎮公所","公開招標","冠勳土木包工"
"竹東鎮偏遠山區村里路燈照明設備(30-9)","竹東鎮","70","70","一般建築及設備其它公共設施工程","竹東鎮公所","開口契約","明成工程行"
"新埔鎮巨埔里6鄰470巷巷道改善工程(25-10)","新埔鎮","95","95","一般建築及設備其它公共設施工程","新埔鎮公所","辦理中","-"
"湖口鄉和興村德和路520巷柏油路面加封工程(16-5)","湖口鄉","98","98","一般建築及設備其它公共設施工程","湖口鄉公所","公開招標","毅安營造芎林鄉上山村集會所工程款(2-16)","芎林鄉","1000","1000","一般建築及設備其它公共設施工程","芎林鄉公所","發包中","-"
"新竹縣新豐鄉重興社區發展協會充實設備(18-9)","新豐鄉","90","90","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-"
"新豐鄉後湖村2鄰排水溝加蓋及涵管工程(18-10)","新豐鄉","95","95","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-"
"新豐鄉鳳坑村8鄰排水溝工程(18-11)","新豐鄉","95","95","一般建築及設備其它公共設施工程","新豐鄉公所","逕洽廠商","梅丹工程"
"關西鎮南新里6鄰連絡道路水泥路面鋪設工程(22-2)","關西鎮","90","90","一般建築及設備其它公共設施工程","關西鎮公所","逕洽廠商","全家土木包工"
"新竹縣北埔鄉大坪國民小學充實音樂器材設備(31-7)(木箱鼓)","北埔鄉","94","94","一般建築及設備其它公共設施工程","北埔鄉公所","逕洽廠商","政新國際藝術"
"芎林鄉芎林社區發展協會充實設備(26-6)","芎林鄉","40","40","一般建築及設備其它公共設施工程","芎林鄉公所","逕洽廠商","燦坤3c"
"橫山村頭份林管線工程(27-15)","橫山鄉","90","90","一般建築及設備其它公共設施工程","橫山鄉公所","辦理中","-"
"橫山村15鄰擋土牆工程(27-16)","橫山鄉","90","90","一般建築及設備其它公共設施工程","橫山鄉公所","逕洽廠商","正昇土木"
"橫山村水泥路面鋪設工程(27-17)","橫山鄉","90","90","一般建築及設備其它公共設施工程","橫山鄉公所","發包中","-"
"竹東鎮中興河道改善工程(31-8)","竹東鎮","300","300","一般建築及設備其它公共設施工程","竹東鎮公所","公開招標","冠勳土木包工"
"竹東鎮下公館派出所交換機及話機設備(含數位錄音系統)(32-1)","竹東鎮","75","75","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","北美電業行"
"寶山鄉三峰村新湖路4段156巷內排水溝改善工程(32-2)","寶山鄉","95","95","一般建築及設備其它公共設施工程","寶山鄉公所","公開招標","辦理中"
"新竹縣立自強國民中學充實設備(拔河機.拔河道)(33-5)","竹東鎮","80","80","一般建築及設備其它公共設施工程","竹東鎮公所","公開招標","日荃有限公司"
"峨眉鄉峨眉社區發展協會充實社區設備費(36-3)","峨眉鄉","98","98","一般建築及設備其它公共設施工程","峨眉鄉公所","辦理中","-新竹縣尖石鄉秀巒社區發展協會充實設備(39-7)","尖石鄉","100","100","一般建築及設備其它公共設施工程","尖石鄉公所","逕洽廠商","台門企業"
"新竹縣五峰鄉桃山社區發展協會充實設備(39-8)","五峰鄉","200","200","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"新竹縣竹東鎮竹東國民小學藝文教室整建(39-9)(漏水牆面改善.木質地拆除更換)","竹東鎮","300","300","一般建築及設備其它公共設施工程","竹東鎮公所","公開取得報","價單","新陽教具店"
"五峰鄉桃山村8鄰148號路燈設置(39-11)","五峰鄉","50","50","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"縣道122線48.5K上邊坡駁坎工程(39-15)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"寶山鄉油田村三油一路路段擋土牆工程(2-17)","寶山鄉","90","90","一般建築及設備其它公共設施工程","寶山鄉公所","辦理中","-"
"寶山鄉油田村五油路路段擋土牆工程(2-18)","寶山鄉","90","90","一般建築及設備其它公共設施工程","寶山鄉公所","逕洽廠商","甲吉土木"
"寶山鄉油田村新湖路2段45巷道路鋪設工程(2-19)","寶山鄉","300","300","一般建築及設備其它公共設施工程","寶山鄉公所","公開招標","辦理中"
"關西鎮東光里3鄰道路改善工程(21-6)","關西鎮","98","98","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"竹東調解委員會設備費(30-12)","竹東鎮","30","30","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","詮達商業"
"尖石鄉嘉樂村13鄰農路改善工程(38-8)","尖石鄉","95","95","一般建築及設備其它公共設施工程","尖石鄉公所","辦理中","-"
"光明義消救護分隊充實設備(7-5)","竹北市","40","40","一般建築及設備其它公共設施工程","竹北市公所","辦理中","-"
"新竹縣竹北市鳳岡國民小學充實設備(7-6)(飲水機4台)","竹北市","96","96","一般建築及設備其它公共設施工程","竹北市公所","逕洽廠商","賀鵬淨水科技"
"橫山鄉集會所地板工程(27-18)","橫山鄉","55","55","一般建築及設備其它公共設施工程","橫山鄉公所","逕洽廠商","承展企業社"
"尖石鄉新樂村4鄰路燈工程(37-1)","尖石鄉","40","40","一般建築及設備其它公共設施工程","尖石鄉公所","逕洽廠商","羽新水電尖石鄉嘉樂村9鄰駁坎及水泥路面工程(37-2)","尖石鄉","90","90","一般建築及設備其它公共設施工程","尖石鄉公所","辦理中","-"
"五峰鄉竹林村羅平道路駁坎工程(39-5)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","公開招標","招標中"
"五峰鄉花園村2鄰道路邊坡改善工程(39-6)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","公開招標","招標中"
"五峰鄉石鹿段充實飲水設施(39-10)","五峰鄉","300","300","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉桃山白蘭部落4鄰飲水設施(39-12)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉桃山白蘭部落18鄰飲水設施(39-13)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉大隘段護欄工程(39-14)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"五峰鄉桃山段駁坎工程(39-16)","五峰鄉","100","100","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"新竹縣竹東鎮上館國民小學飲水機設備(39-17)(3組)","竹東鎮","90","90","一般建築及設備其它公共設施工程","竹東鎮公所","逕洽廠商","家鄉企業"
"五峰鄉大隘段駁坎工程(39-18)","五峰鄉","300","300","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"尖石鄉玉峰村石磊段灌溉設施(38-7)","五峰鄉","115","115","一般建築及設備其它公共設施工程","五峰鄉公所","辦理中","-"
"新竹縣寶山鄉雙溪國民小學教學準備室隔間工程(8-7)","寶山鄉","45","45","一般建築及設備其它公共設施工程","寶山鄉公所","逕洽廠商","弘曜裝潢工程"
"竹北市竹義社區發展協會充實設備(10-7)","竹北市","50","50","一般建築及設備其它公共設施工程","竹北市公所","辦理中","-"
"新竹縣衛生局湖口衛生所購置飲水機兩台(12-4)","湖口鄉","60","60","一般建築及設備其它公共設施工程","湖口鄉公所","逕洽廠商","鈞寶企業"
"湖口鄉瑞祥街排水溝改善工程(16-6)(註銷)","湖口鄉","98","98","一般建築及設備其它公共設施工程","湖口鄉公所","-"
"新豐鄉山崎社區發展協會(海棠土風舞班)充實設備(20-5)","新豐鄉","98","98","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-新埔鎮南平里南平路277巷新設路燈2盞(25-11)","新埔鎮","40","40","一般建築及設備其它公共設施工程","新埔鎮公所","開口契約","坤和工程"
"尖石鄉錦屏村13鄰水管工程(30-13)","尖石鄉","95","95","一般建築及設備其它公共設施工程","尖石鄉公所","辦理中","-"
"尖石鄉煤源村10鄰路燈工程(30-14)","尖石鄉","95","95","一般建築及設備其它公共設施工程","尖石鄉公所","逕洽廠商","文明水電"
"北埔鄉南坑村路燈設置(36-5)","北埔鄉","36","36","一般建築及設備其它公共設施工程","北埔鄉公所","逕洽廠商","文仁水電"
"寶山鄉三峰村嵩翠路90巷17號裝設路燈1盞(2-20)","寶山鄉","15","15","一般建築及設備其它公共設施工程","寶山鄉公所","開口契約","龍昌水電"
"寶山鄉三峰村嵩翠路90巷25號裝設路燈1盞(2-21)","寶山鄉","15","15","一般建築及設備其它公共設施工程","寶山鄉公所","開口契約","龍昌水電"
"寶山鄉新城村2鄰新湖路4段272巷駁坎工程(2-22)","寶山鄉","90","90","一般建築及設備其它公共設施工程","寶山鄉公所","公開招標","辦理中"
"寶山鄉山湖村寶山路1段75巷附近駁坎工程(2-23)","寶山鄉","250","250","一般建築及設備其它公共設施工程","寶山鄉公所","公開招標","辦理中"
"新竹縣新豐鄉埔和國民小學改善校園教學環境設備(17-4)(窗簾.大小鼓)","新豐鄉","90","90","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-"
"新竹縣新豐鄉松柏社區發展協會充實設備(20-6)","新豐鄉","58","58","一般建築及設備其它公共設施工程","新豐鄉公所","辦理中","-"
"關西鎮南新里8鄰水泥路面工程(22-3)","關西鎮","50","50","一般建築及設備其它公共設施工程","關西鎮公所","逕洽廠商","九洲營造"
"關西鎮玉山里2鄰路燈工程(22-4)","關西鎮","54","54","一般建築及設備其它公共設施工程","關西鎮公所","開口契約","明成"
"關西鎮北斗里11鄰北斗街旁水溝工程(22-5)","關西鎮","90","90","一般建築及設備其它公共設施工程","關西鎮公所","辦理中","-"
"新竹縣新埔鎮上寮社區發展協會改善設備(23-23)","新埔鎮","50","50","一般建築及設備其它公共設施工程","新埔鎮公所","辦理中","-"
"新埔鎮寶石里改善道路工程(23-24)","新埔鎮","90","90","一般建築及設備其它公共設施工程","新埔鎮公所","逕洽廠商","易明土木新埔鎮四座里監視器維修(23-25)(不予補助)","新埔鎮","0","0","一般建築及設備其它公共設施工程","新埔鎮公所","-"
"新埔鎮下寮里義民路3段431巷110弄處鋪設柏油路面工程(1-16)","新埔鎮","500","500","一般建築及設備其它公共設施工程","新埔鎮公所","公開招標","家凱營造"
"寶山鄉新城村寶新路2段251巷巷道旁駁坎工程(20-7)","寶山鄉","95","95","一般建築及設備其它公共設施工程","寶山鄉公所","公開招標","辦理中"
"新竹縣關西鎮關西國民小學圖書設備(21-7)","關西鎮","98","98","一般建築及設備其它公共設施工程","關西鎮公所","辦理中"
"芎林鄉上山村集會所興建工程(26-7)","芎林鄉","500","500","一般建築及設備其它公共設施工程","芎林鄉公所","發包中","-"
"竹東鎮三重里中興路道路修補工程(29-10)","竹東鎮","190","190","一般建築及設備其它公共設施工程","竹東鎮公所","公開招標","家威營造"
